ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
1031667900,The Visit by Friedrich Durrenmatt ,Theater,Theater,USD,2010-07-06,500.0,2010-06-08 00:34:38,570.0,1,15,US,570.0,570.0,500.0
1311637757,"""AQ Restaurant & Bar"" opening soon in San Francisco",Food,Food,USD,2011-09-25,25000.0,2011-08-11 03:21:28,28115.0,1,172,US,28115.0,28115.0,25000.0
1291415206,Hello Heartbreak EP,Country & Folk,Music,USD,2017-02-19,10000.0,2017-01-20 21:21:12,10010.0,1,50,US,1270.0,10010.0,10000.0
1006130738,"Dread: Shoot 'Em Up | For Desktop, Mobile, & Oculus Rift",Video Games,Games,USD,2014-10-21,35000.0,2014-09-11 17:57:03,3805.0,0,41,US,3805.0,3805.0,35000.0
901077185,Paddy's Forest Adventure,Children's Books,Publishing,USD,2014-06-29,12000.0,2014-05-30 04:20:55,25.0,0,1,US,25.0,25.0,12000.0
181241359,Ghostbusters Playing Cards,Playing Cards,Games,USD,2014-09-20,10000.0,2014-08-26 16:00:04,23130.0,1,937,US,23130.0,23130.0,10000.0
720069991,Gladiator: SPQR,Video Games,Games,USD,2013-05-17,35000.0,2013-04-07 06:57:04,278.0,0,10,US,278.0,278.0,35000.0
2061010320,Everybody Smokes Weed,Fiction,Publishing,USD,2015-01-25,10000.0,2014-12-26 23:51:20,5.0,0,1,US,5.0,5.0,10000.0
617278844,Hiya: Fresh Brewed Ice Tea in Seconds,Product Design,Design,USD,2011-07-18,3500.0,2011-06-13 22:31:46,24478.01,1,694,US,24478.01,24478.01,3500.0
1307063702,At The Edge of The Sea,Film & Video,Film & Video,USD,2013-07-04,1750.0,2013-06-04 15:26:32,1750.0,1,34,US,1750.0,1750.0,1750.0
819574756,HONEY PIE: a short film...,Shorts,Film & Video,USD,2013-05-20,10000.0,2013-04-09 20:57:13,10202.0,1,97,US,10202.0,10202.0,10000.0
1565478102,Dank Doggie Doughnuts,Graphic Design,Design,USD,2017-05-27,250.0,2017-04-27 00:42:21,16.0,0,2,US,3.0,16.0,250.0
1766321147,China: A Photojournalism Project,Places,Photography,USD,2016-09-26,6000.0,2016-08-27 22:28:22,1.0,0,1,US,0.0,1.0,6000.0
1318313550,SpecForce Rangers: Outlanders Phase 4,Tabletop Games,Games,GBP,2017-02-14,750.0,2017-02-02 21:00:27,898.0,1,25,GB,699.06,1115.69,931.82
507244183,Sky in the Tree,Film & Video,Film & Video,USD,2012-05-01,3000.0,2012-04-03 04:17:13,3002.0,1,14,US,3002.0,3002.0,3000.0
